AgreementNumber,OS,Loan_ID_x,Prob,prob_bucket,Loan_ID_y,paid_flag,risk_segment
200461634,8595,200461634.0,0.0052145473,1.0,,0.0,high_risk
200505336,7921,200505336.0,0.0051009846,1.0,,0.0,high_risk
200550585,8760,200550585.0,0.0065641557,1.0,,0.0,high_risk
200562598,6611,200562598.0,0.0055115186,1.0,,0.0,high_risk
200470748,8277,200470748.0,0.021168102,2.0,,0.0,medium_risk
200493627,8963,200493627.0,0.0067725093,1.0,,0.0,high_risk
200487711,8983,200487711.0,0.0067725093,1.0,,0.0,high_risk
200554978,8760,200554978.0,0.0065641557,1.0,,0.0,high_risk
200501014,8427,200501014.0,0.004951974,1.0,,0.0,high_risk
200528647,7056,200528647.0,0.0065641557,1.0,,0.0,high_risk
200541225,8435,200541225.0,0.00489312,1.0,,0.0,high_risk
200478677,9033,200478677.0,0.0067725093,1.0,,0.0,high_risk
200510773,7099,200510773.0,0.0068595633,1.0,,0.0,high_risk
200490594,8978,200490594.0,0.0067725093,1.0,,0.0,high_risk
200455818,5711,200455818.0,0.12274355,3.0,,0.0,low_risk
200517096,7128,200517096.0,0.022999732,2.0,,0.0,medium_risk
200515887,8864,200515887.0,0.013488526,1.0,,0.0,high_risk
200521984,7032,200521984.0,0.019640606,1.0,,0.0,high_risk
200490066,8486,200490066.0,0.004951974,1.0,,0.0,high_risk
200561095,8264,,,-1.0,,0.0,no_risk
200506651,5047,200506651.0,0.004951974,1.0,,0.0,high_risk
200500900,9763,200500900.0,0.035738718,2.0,,0.0,medium_risk
200534976,8323,200534976.0,0.004890406,1.0,,0.0,high_risk
200492303,7175,,,-1.0,,0.0,no_risk
200520327,7866,200520327.0,0.011199888,1.0,,0.0,high_risk
200582112,7742,,,-1.0,,0.0,no_risk
200452335,7297,,,-1.0,,0.0,no_risk
200485651,7198,200485651.0,0.0067725093,1.0,,0.0,high_risk
200496573,7159,200496573.0,0.0067725093,1.0,,0.0,high_risk
200520127,5310,,,-1.0,,0.0,no_risk
200508885,8879,200508885.0,0.0068595633,1.0,,0.0,high_risk
200550100,8760,200550100.0,0.0065641557,1.0,,0.0,high_risk
200543272,5277,200543272.0,0.0065641557,1.0,,0.0,high_risk
200529923,6666,200529923.0,0.004890406,1.0,,0.0,high_risk
200478120,6706,200478120.0,0.052789018,2.0,,0.0,medium_risk
200538396,9970,200538396.0,0.00483228,1.0,,0.0,high_risk
200510904,7901,200510904.0,0.005184533,1.0,,0.0,high_risk
200485045,7198,,,-1.0,,0.0,no_risk
200415477,5547,200415477.0,0.0067725093,1.0,,0.0,high_risk
200504944,8412,200504944.0,0.004951974,1.0,,0.0,high_risk
200454093,5467,200454093.0,0.0067725093,1.0,,0.0,high_risk
200584034,6583,200584034.0,0.0053245123,1.0,,0.0,high_risk
200498505,8939,200498505.0,0.07266191,2.0,,0.0,medium_risk
200468714,9057,200468714.0,0.0067725093,1.0,,0.0,high_risk
200573000,6599,200573000.0,0.14677067,3.0,,0.0,low_risk
200593892,6170,200593892.0,0.00542762,1.0,,0.0,high_risk
200588872,6182,200588872.0,0.00542762,1.0,,0.0,high_risk
200519272,8363,200519272.0,0.004890406,1.0,,0.0,high_risk
200524601,8830,200524601.0,0.0065641557,1.0,,0.0,high_risk
200494246,8452,200494246.0,0.052463803,2.0,,0.0,medium_risk
200562975,6611,,,-1.0,,0.0,no_risk
200474634,7230,200474634.0,0.0067725093,1.0,,0.0,high_risk
200506253,8894,200506253.0,0.0068595633,1.0,,0.0,high_risk
200479602,7226,200479602.0,0.0067725093,1.0,,0.0,high_risk
200543279,7822,200543279.0,0.008872064,1.0,,0.0,high_risk
200498162,8447,200498162.0,0.004951974,1.0,,0.0,high_risk
200510996,8357,200510996.0,0.30224457,3.0,,0.0,low_risk
200511133,7103,200511133.0,0.0068595633,1.0,,0.0,high_risk
200432214,7951,200432214.0,0.011721047,1.0,,0.0,high_risk
200464891,6813,,,-1.0,,0.0,no_risk
200488550,5384,200488550.0,0.0067725093,1.0,,0.0,high_risk
200438134,7337,,,-1.0,,0.0,no_risk
200493995,7167,200493995.0,0.027494987,2.0,,0.0,medium_risk
200514492,8373,,,-1.0,,0.0,no_risk
200520880,5792,,,-1.0,,0.0,no_risk
200499699,6364,200499699.0,0.01242079,1.0,,0.0,high_risk
200507356,6722,,,-1.0,,0.0,no_risk
200438670,5408,200438670.0,0.0067725093,1.0,,0.0,high_risk
200589528,7693,,,-1.0,,0.0,no_risk
200480205,8998,200480205.0,0.0067725093,1.0,,0.0,high_risk
200485711,7973,,,-1.0,,0.0,no_risk
200575167,8234,200575167.0,0.0055115186,1.0,,0.0,high_risk
200514781,5738,200514781.0,0.052789018,2.0,,0.0,medium_risk
200490452,5384,200490452.0,0.0067725093,1.0,,0.0,high_risk
200515482,7881,200515482.0,0.15504928,3.0,,0.0,low_risk
200493922,8228,200493922.0,0.0053885276,1.0,,0.0,high_risk
200504964,5342,200504964.0,0.0068595633,1.0,,0.0,high_risk
200482443,5411,200482443.0,0.0067725093,1.0,,0.0,high_risk
200509359,8402,200509359.0,0.004951974,1.0,,0.0,high_risk
200460917,9082,200460917.0,0.0067725093,1.0,,0.0,high_risk
200467071,7258,200467071.0,0.006788665,1.0,,0.0,high_risk
200537719,6265,200537719.0,0.018679092,1.0,,0.0,high_risk
200523978,6674,200523978.0,0.004890406,1.0,,0.0,high_risk
200481421,9023,200481421.0,0.0067725093,1.0,,0.0,high_risk
200494015,8953,,,-1.0,,0.0,no_risk
200528545,8333,200528545.0,0.004890406,1.0,,0.0,high_risk
200473907,7175,200473907.0,0.0067725093,1.0,,0.0,high_risk
200522368,5009,200522368.0,0.07259922,2.0,,0.0,medium_risk
200505420,7794,200505420.0,0.0053547663,1.0,,0.0,high_risk
200435496,5509,,,-1.0,,0.0,no_risk
200545984,9952,200545984.0,0.005402104,1.0,,0.0,high_risk
200587572,7844,200587572.0,0.005240738,1.0,,0.0,high_risk
200493437,8457,200493437.0,0.004951974,1.0,,0.0,high_risk
200485138,8461,200485138.0,0.016807342,1.0,,0.0,high_risk
200546714,8775,200546714.0,0.009404128,1.0,,0.0,high_risk
200497661,6702,200497661.0,0.006555883,1.0,,0.0,high_risk
200461411,6487,200461411.0,0.106773965,3.0,,0.0,low_risk
200501161,5351,,,-1.0,,0.0,no_risk
200499696,8909,200499696.0,0.0068595633,1.0,,0.0,high_risk
200492676,8968,200492676.0,0.0067725093,1.0,,0.0,high_risk
200485182,9003,,,-1.0,,0.0,no_risk
200587006,9553,200587006.0,0.0049298527,1.0,,0.0,high_risk
200418299,6880,200418299.0,0.009856388,1.0,,0.0,high_risk
200479854,9028,200479854.0,0.013850923,1.0,,0.0,high_risk
200356441,9855,200356441.0,0.015095503,1.0,,0.0,high_risk
200503801,8397,200503801.0,0.004951974,1.0,,0.0,high_risk
200541585,6424,200541585.0,0.021953762,2.0,,0.0,medium_risk
200496509,8948,200496509.0,0.0067725093,1.0,,0.0,high_risk
200429235,9196,,,-1.0,,0.0,no_risk
200493901,9588,,,-1.0,,0.0,no_risk
200584885,6575,200584885.0,0.0053245123,1.0,,0.0,high_risk
200554630,8755,200554630.0,0.010132621,1.0,,0.0,high_risk
200508286,7107,200508286.0,0.013161225,1.0,,0.0,high_risk
200527474,8820,200527474.0,0.027858838,2.0,,0.0,medium_risk
200429894,5521,200429894.0,0.0067725093,1.0,,0.0,high_risk
200564824,6218,200564824.0,0.0054166145,1.0,,0.0,high_risk
200551237,8035,200551237.0,0.0049761203,1.0,,0.0,high_risk
200489188,8968,200489188.0,0.0067725093,1.0,,0.0,high_risk
200498401,8894,200498401.0,0.019321553,1.0,,0.0,high_risk
200580156,7747,200580156.0,0.0054166145,1.0,,0.0,high_risk
200489934,8496,200489934.0,0.0050564324,1.0,,0.0,high_risk
200566035,7739,200566035.0,0.014839357,1.0,,0.0,high_risk
200500121,5354,200500121.0,0.012273888,1.0,,0.0,high_risk
200471494,5431,200471494.0,0.03521795,2.0,,0.0,medium_risk
200434065,5452,200434065.0,0.0067725093,1.0,,0.0,high_risk
200533895,7048,200533895.0,0.0065641557,1.0,,0.0,high_risk
200441564,7329,200441564.0,0.12222828,3.0,,0.0,low_risk
200486152,8988,200486152.0,0.0067725093,1.0,,0.0,high_risk
200487821,8015,,,-1.0,,0.0,no_risk
200496610,8452,,,-1.0,,0.0,no_risk
200578817,9297,200578817.0,0.0054166145,1.0,,0.0,high_risk
200510863,8387,200510863.0,0.004890406,1.0,,0.0,high_risk
200471863,9052,200471863.0,0.0067725093,1.0,,0.0,high_risk
200466287,5440,,,-1.0,,0.0,no_risk
200564628,7772,200564628.0,0.0054166145,1.0,,0.0,high_risk
200442102,9166,,,-1.0,,0.0,no_risk
200424353,8634,200424353.0,0.0053152093,1.0,,0.0,high_risk
200458217,9308,200458217.0,0.04233857,2.0,,0.0,medium_risk
200527192,7841,200527192.0,0.0054166145,1.0,,0.0,high_risk
200575911,9887,200575911.0,0.57392406,3.0,,0.0,low_risk
200521929,6686,200521929.0,0.004890406,1.0,,0.0,high_risk
200555184,7008,200555184.0,0.0065641557,1.0,,0.0,high_risk
200514947,8383,200514947.0,0.05011235,2.0,,0.0,medium_risk
200516701,7886,200516701.0,0.0054687946,1.0,,0.0,high_risk
200593250,7703,200593250.0,0.0057886182,1.0,,0.0,high_risk
200511967,6706,200511967.0,0.004890406,1.0,,0.0,high_risk
200459729,8600,,,-1.0,,0.0,no_risk
200488569,8978,200488569.0,0.0067725093,1.0,,0.0,high_risk
200551750,8765,200551750.0,0.0065641557,1.0,,0.0,high_risk
200499900,5059,200499900.0,0.004951974,1.0,,0.0,high_risk
200482072,7214,200482072.0,0.0067725093,1.0,,0.0,high_risk
200475489,9033,200475489.0,0.0067725093,1.0,,0.0,high_risk
200497615,8939,200497615.0,0.006950921,1.0,,0.0,high_risk
200493366,7171,200493366.0,0.0067725093,1.0,,0.0,high_risk
200486587,5399,200486587.0,0.0067725093,1.0,,0.0,high_risk
200503222,8422,200503222.0,0.004951974,1.0,,0.0,high_risk
200517277,6698,200517277.0,0.065160125,2.0,,0.0,medium_risk
200520940,8353,200520940.0,0.071299896,2.0,,0.0,medium_risk
200582123,9291,200582123.0,0.07765049,2.0,,0.0,medium_risk
200452435,7297,200452435.0,0.0067725093,1.0,,0.0,high_risk
200498575,8934,200498575.0,0.006950921,1.0,,0.0,high_risk
200494049,6388,200494049.0,0.0049298527,1.0,,0.0,high_risk
200444033,5494,200444033.0,0.0067725093,1.0,,0.0,high_risk
200492755,8482,200492755.0,0.004951974,1.0,,0.0,high_risk
200591243,7703,200591243.0,0.0057886182,1.0,,0.0,high_risk
200465434,9072,200465434.0,0.0067725093,1.0,,0.0,high_risk
200498926,7147,200498926.0,0.012750367,1.0,,0.0,high_risk
200488950,8983,200488950.0,0.0067725093,1.0,,0.0,high_risk
200537961,6257,200537961.0,0.0054166145,1.0,,0.0,high_risk
200497694,7151,200497694.0,0.006950921,1.0,,0.0,high_risk
200498508,6372,200498508.0,0.0049298527,1.0,,0.0,high_risk
200502443,7940,200502443.0,0.0051009846,1.0,,0.0,high_risk
200507380,8402,200507380.0,0.004951974,1.0,,0.0,high_risk
200475643,8862,200475643.0,0.0059783235,1.0,,0.0,high_risk
200489759,8983,200489759.0,0.0067725093,1.0,,0.0,high_risk
200478990,7226,,,-1.0,,0.0,no_risk
200491412,6183,200491412.0,0.017692639,1.0,,0.0,high_risk
200462736,7262,,,-1.0,,0.0,no_risk
200515341,7087,200515341.0,0.0068595633,1.0,,0.0,high_risk
200474849,7234,,,-1.0,,0.0,no_risk
200522345,6678,200522345.0,0.0066299136,1.0,,0.0,high_risk
200506301,5339,200506301.0,0.0068595633,1.0,,0.0,high_risk
200462779,8109,200462779.0,0.0049761203,1.0,,0.0,high_risk
200562233,6607,200562233.0,0.0055115186,1.0,,0.0,high_risk
200464696,9072,200464696.0,0.012306808,1.0,,0.0,high_risk
200536267,9258,200536267.0,0.005365647,1.0,,0.0,high_risk
200470015,6467,200470015.0,0.20508602,3.0,,0.0,low_risk
200493680,8958,200493680.0,0.24669324,3.0,,0.0,low_risk
200521881,5015,,,-1.0,,0.0,no_risk
200539237,7040,200539237.0,0.03473941,2.0,,0.0,medium_risk
200521999,8343,200521999.0,0.004890406,1.0,,0.0,high_risk
200502128,5044,,,-1.0,,0.0,no_risk
200513956,6702,200513956.0,0.004890406,1.0,,0.0,high_risk
200493931,6781,200493931.0,0.004951974,1.0,,0.0,high_risk
200522222,5301,200522222.0,0.0065641557,1.0,,0.0,high_risk
200480075,7218,200480075.0,0.081453785,2.0,,0.0,medium_risk
200521987,8840,200521987.0,0.013767341,1.0,,0.0,high_risk
200501578,8914,200501578.0,0.0068595633,1.0,,0.0,high_risk
200449169,9137,200449169.0,0.0067725093,1.0,,0.0,high_risk
200512273,8387,200512273.0,0.004890406,1.0,,0.0,high_risk
200530845,8820,200530845.0,0.0065641557,1.0,,0.0,high_risk
200538743,5280,200538743.0,0.0065641557,1.0,,0.0,high_risk
200573326,6599,200573326.0,0.0055115186,1.0,,0.0,high_risk
200487294,7190,,,-1.0,,0.0,no_risk
200505502,8894,200505502.0,0.0068595633,1.0,,0.0,high_risk
200503831,6714,200503831.0,0.004951974,1.0,,0.0,high_risk
200542626,8780,200542626.0,0.0065641557,1.0,,0.0,high_risk
200483608,7214,200483608.0,0.37089163,3.0,,0.0,low_risk
200483161,7214,200483161.0,0.12667637,3.0,,0.0,low_risk
200489944,8983,200489944.0,0.0067725093,1.0,,0.0,high_risk
200531398,6273,200531398.0,0.0054166145,1.0,,0.0,high_risk
200468055,9052,,,-1.0,,0.0,no_risk
200473236,7382,200473236.0,0.02555887,2.0,,0.0,medium_risk
200480620,6052,200480620.0,0.043584574,2.0,,0.0,medium_risk
200545397,8785,200545397.0,0.0065641557,1.0,,0.0,high_risk
200493000,8963,200493000.0,0.0067725093,1.0,,0.0,high_risk
200453801,5470,,,-1.0,,0.0,no_risk
200488244,6408,200488244.0,0.0049761203,1.0,,0.0,high_risk
200503294,6575,,,-1.0,,0.0,no_risk
200428938,8648,200428938.0,0.0053152093,1.0,,0.0,high_risk
200598400,7698,200598400.0,0.0057886182,1.0,,0.0,high_risk
200433980,5509,,,-1.0,,0.0,no_risk
200443451,6932,,,-1.0,,0.0,no_risk
200496675,8934,200496675.0,0.006950921,1.0,,0.0,high_risk
200497569,6746,200497569.0,0.004951974,1.0,,0.0,high_risk
200374798,9661,200374798.0,0.01794372,1.0,,0.0,high_risk
200537399,8795,,,-1.0,,0.0,no_risk
200524575,9428,,,-1.0,,0.0,no_risk
200455794,6900,200455794.0,0.0053152093,1.0,,0.0,high_risk
200524069,5009,200524069.0,0.004890406,1.0,,0.0,high_risk
200488253,8978,200488253.0,0.19634062,3.0,,0.0,low_risk
200488632,8988,200488632.0,0.011699608,1.0,,0.0,high_risk
200500141,5348,,,-1.0,,0.0,no_risk
200588922,7728,200588922.0,0.00542762,1.0,,0.0,high_risk
200592725,7718,200592725.0,0.00542762,1.0,,0.0,high_risk
200480196,7210,200480196.0,0.010399418,1.0,,0.0,high_risk
200493387,7995,200493387.0,0.011970141,1.0,,0.0,high_risk
200493291,5381,200493291.0,0.0067725093,1.0,,0.0,high_risk
200492675,8482,200492675.0,0.004951974,1.0,,0.0,high_risk
200476564,7210,200476564.0,0.0067725093,1.0,,0.0,high_risk
200555991,5256,,,-1.0,,0.0,no_risk
200556332,5253,,,-1.0,,0.0,no_risk
200529850,8815,200529850.0,0.0065641557,1.0,,0.0,high_risk
200519172,8825,200519172.0,0.0065641557,1.0,,0.0,high_risk
200476127,6797,200476127.0,0.006755671,1.0,,0.0,high_risk
200503353,5342,200503353.0,0.0068595633,1.0,,0.0,high_risk
200491817,8953,200491817.0,0.0067725093,1.0,,0.0,high_risk
200497195,8447,,,-1.0,,0.0,no_risk
200328079,8020,200328079.0,0.00792964,1.0,,0.0,high_risk
200509070,8397,,,-1.0,,0.0,no_risk
200462605,7504,,,-1.0,,0.0,no_risk
200531747,7832,200531747.0,0.0054166145,1.0,,0.0,high_risk
200549863,6170,200549863.0,0.019253176,1.0,,0.0,high_risk
200504632,8412,200504632.0,0.004951974,1.0,,0.0,high_risk
200513167,8869,200513167.0,0.0068595633,1.0,,0.0,high_risk
200497058,5074,,,-1.0,,0.0,no_risk
200445395,5855,,,-1.0,,0.0,no_risk
200529590,7052,200529590.0,0.0065641557,1.0,,0.0,high_risk
200513876,5322,,,-1.0,,0.0,no_risk
200515186,9463,,,-1.0,,0.0,no_risk
200503401,8909,200503401.0,0.0068595633,1.0,,0.0,high_risk
200496451,7159,200496451.0,0.0067725093,1.0,,0.0,high_risk
200502394,8427,200502394.0,0.05197483,2.0,,0.0,medium_risk
200527120,9933,200527120.0,0.005507563,1.0,,0.0,high_risk
200495767,5369,200495767.0,0.0067725093,1.0,,0.0,high_risk
200536820,7832,200536820.0,0.0054166145,1.0,,0.0,high_risk
200486813,8983,,,-1.0,,0.0,no_risk
200521576,6297,200521576.0,0.0054166145,1.0,,0.0,high_risk
200518456,5307,200518456.0,0.0065641557,1.0,,0.0,high_risk
200480131,9028,200480131.0,0.0067725093,1.0,,0.0,high_risk
200549151,7004,200549151.0,0.0065641557,1.0,,0.0,high_risk
200505361,8695,200505361.0,0.0084591545,1.0,,0.0,high_risk
200569243,7767,200569243.0,0.0054166145,1.0,,0.0,high_risk
200380643,5054,200380643.0,0.03630676,2.0,,0.0,medium_risk
200437127,7341,200437127.0,0.0066273077,1.0,,0.0,high_risk
200495196,7980,,,-1.0,,0.0,no_risk
200477739,5420,200477739.0,0.0067725093,1.0,,0.0,high_risk
200557281,8203,200557281.0,0.0047395146,1.0,,0.0,high_risk
200447203,9146,200447203.0,0.0067725093,1.0,,0.0,high_risk
200582864,5147,200582864.0,0.01790193,1.0,,0.0,high_risk
200511229,8387,200511229.0,0.004890406,1.0,,0.0,high_risk
200472341,9042,200472341.0,0.16748868,3.0,,0.0,low_risk
200492761,5145,200492761.0,0.019253176,1.0,,0.0,high_risk
200479482,7218,,,-1.0,,0.0,no_risk
200505759,5339,200505759.0,0.06517911,2.0,,0.0,medium_risk
200519116,8662,200519116.0,0.0058337655,1.0,,0.0,high_risk
200465682,9062,200465682.0,0.011412646,1.0,,0.0,high_risk
200476394,7226,,,-1.0,,0.0,no_risk
200555114,7004,200555114.0,0.0065641557,1.0,,0.0,high_risk
200477965,7095,200477965.0,0.0068595633,1.0,,0.0,high_risk
200458033,6892,200458033.0,0.0053152093,1.0,,0.0,high_risk
200483252,7156,200483252.0,0.014335831,1.0,,0.0,high_risk
200488812,8988,200488812.0,0.0067725093,1.0,,0.0,high_risk
200513210,7095,200513210.0,0.0068595633,1.0,,0.0,high_risk
200462301,6137,200462301.0,0.052789018,2.0,,0.0,medium_risk
200458885,8610,200458885.0,0.0052145473,1.0,,0.0,high_risk
200555223,8269,,,-1.0,,0.0,no_risk
200498386,8934,200498386.0,0.0101521285,1.0,,0.0,high_risk
200507280,8889,200507280.0,0.0068595633,1.0,,0.0,high_risk
200513341,7896,,,-1.0,,0.0,no_risk
200484337,9013,200484337.0,0.0067725093,1.0,,0.0,high_risk
200450591,9132,200450591.0,0.0067725093,1.0,,0.0,high_risk
200512113,7896,200512113.0,0.0054687946,1.0,,0.0,high_risk
200526809,8820,,,-1.0,,0.0,no_risk
200554934,6276,200554934.0,0.023534236,2.0,,0.0,medium_risk
200565045,6607,200565045.0,0.0055115186,1.0,,0.0,high_risk
200451901,7293,200451901.0,0.0067725093,1.0,,0.0,high_risk
200582266,6583,200582266.0,0.0053245123,1.0,,0.0,high_risk
200527590,8257,,,-1.0,,0.0,no_risk
200505330,7931,200505330.0,0.0051009846,1.0,,0.0,high_risk
200488092,8988,,,-1.0,200488092,1.0,no_risk
200522228,8353,200522228.0,0.004890406,1.0,,0.0,high_risk
200430994,7353,200430994.0,0.019356143,1.0,,0.0,high_risk
200576560,6202,,,-1.0,,0.0,no_risk
200505805,9594,200505805.0,0.11821068,3.0,,0.0,low_risk
200550177,7777,200550177.0,0.0054166145,1.0,,0.0,high_risk
200602573,7683,200602573.0,0.006693875,1.0,,0.0,high_risk
200549406,7004,200549406.0,0.0065641557,1.0,,0.0,high_risk
200439504,7337,200439504.0,0.0067725093,1.0,,0.0,high_risk
200509216,8397,200509216.0,0.004951974,1.0,,0.0,high_risk
200527275,6670,200527275.0,0.017956436,1.0,,0.0,high_risk
200530661,8333,200530661.0,0.004890406,1.0,,0.0,high_risk
200533951,7776,,,-1.0,,0.0,no_risk
200487805,7186,200487805.0,0.0067725093,1.0,,0.0,high_risk
200461668,8585,200461668.0,0.0052145473,1.0,,0.0,high_risk
200458044,6503,200458044.0,0.0049761203,1.0,,0.0,high_risk
200536926,6655,200536926.0,0.004890406,1.0,,0.0,high_risk
200509450,8397,200509450.0,0.004951974,1.0,,0.0,high_risk
200553431,8264,200553431.0,0.0055115186,1.0,,0.0,high_risk
200442053,9156,200442053.0,0.0067725093,1.0,,0.0,high_risk
200517528,7087,200517528.0,0.0068595633,1.0,,0.0,high_risk
200494785,5375,200494785.0,0.0067725093,1.0,,0.0,high_risk
200556183,7008,200556183.0,0.0065641557,1.0,,0.0,high_risk
200573134,8244,200573134.0,0.0055115186,1.0,,0.0,high_risk
200541046,6261,200541046.0,0.0054166145,1.0,,0.0,high_risk
200516403,8755,200516403.0,0.0065641557,1.0,,0.0,high_risk
200596422,7708,,,-1.0,,0.0,no_risk
